Date Of Stop	Time Of Stop	SubAgency	Location	Year	Color	Race	Gender	Geolocation	Label
09/09/2014	23:38:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2005	BLUE	WHITE	F	(38.9623316666667, -77.1348083333333)	1
04/03/2013	10:48:00	2nd district, Bethesda	WILLARD/FRIENDSHIP	2003	WHITE	WHITE	M	(38.9623357333333, -77.0873824)	1
10/13/2015	17:02:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2015	WHITE	WHITE	M	(38.9623383333333, -77.08882)	1
10/13/2015	17:02:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2015	WHITE	WHITE	M	(38.9623383333333, -77.08882)	1
05/22/2013	17:27:00	2nd district, Bethesda	FRIENDSHIP BLVD / WILLARD AVE	2006	BLUE	WHITE	M	(38.9623433333333, -77.0889416666667)	1
01/24/2018	17:11:00	2nd district, Bethesda	WILLARD / FRIENDSHIP	2015	GRAY	WHITE	M	(38.9623466666667, -77.0887166666667)	1
07/17/2013	16:26:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS RD	1999	GOLD	WHITE	F	(38.96235125, -77.09377735)	1
07/17/2013	16:26:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS RD	1999	GOLD	WHITE	F	(38.96235125, -77.09377735)	1
07/17/2013	16:26:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS RD	1999	GOLD	WHITE	F	(38.96235125, -77.09377735)	1
07/17/2013	16:26:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS RD	1999	GOLD	WHITE	F	(38.96235125, -77.09377735)	1
07/17/2013	16:26:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS RD	1999	GOLD	WHITE	F	(38.96235125, -77.09377735)	1
02/26/2017	18:37:00	2nd district, Bethesda	WISCONSIN AVE / WILLARD AVE	2014	SILVER	WHITE	F	(38.962355, -77.0865483333333)	1
09/26/2014	15:50:00	2nd district, Bethesda	FRIENDSHIP BLVD AT S PARK AVE	2007	WHITE	HISPANIC	M	(38.9623566666667, -77.0878416666667)	1
04/06/2015	18:50:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2011	SILVER	WHITE	F	(38.96236, -77.0935633333333)	1
05/01/2013	11:30:00	2nd district, Bethesda	S/B 355 @ WILLARD AVE	1996	BLUE	BLACK	M	(38.9623625666667, -77.0912642333333)	1
10/06/2017	00:53:00	2nd district, Bethesda	5454 WISCONSIN AVE	2008	RED	OTHER	M	(38.962367, -77.0862568333333)	1
06/26/2012	08:38:00	2nd district, Bethesda	5329 WESTBARD AVE	2002	BROWN	WHITE	M	(38.9623673666667, -77.1063062166667)	1
09/17/2014	22:44:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2008	RED	WHITE	F	(38.9623683333333, -77.1347116666667)	1
09/17/2014	22:44:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2008	RED	WHITE	F	(38.9623683333333, -77.1347116666667)	1
10/14/2014	00:31:00	2nd district, Bethesda	5331 WILLARD AVE	2005	GRAY	OTHER	U	(38.9623733333333, -77.0953933333333)	1
11/09/2016	09:25:00	2nd district, Bethesda	RIVER RD @ WILLARD AVE	2015	SILVER	WHITE	M	(38.962375, -77.0998466666667)	1
08/24/2015	17:36:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2003	GRAY	WHITE	M	(38.962385, -77.0953616666667)	1
10/27/2015	18:06:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2012	GRAY	OTHER	F	(38.9623883333333, -77.0919116666667)	1
11/09/2017	21:56:00	2nd district, Bethesda	FRIENDSHIP AND SOUTH PARK	2016	SILVER	BLACK	M	(38.9623916666667, -77.0889383333333)	1
11/09/2017	21:56:00	2nd district, Bethesda	FRIENDSHIP AND SOUTH PARK	2016	SILVER	BLACK	M	(38.9623916666667, -77.0889383333333)	1
07/25/2013	23:32:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2009	BLUE, LIGHT	BLACK	M	(38.96239385, -77.1001920333333)	1
07/25/2013	23:32:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2009	BLUE, LIGHT	BLACK	M	(38.96239385, -77.1001920333333)	1
12/13/2014	01:29:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2013	BLACK	BLACK	M	(38.9623983333333, -77.086705)	1
01/31/2018	10:45:00	2nd district, Bethesda	5441 WISCONSIN AVE	2015	PURPLE	WHITE	F	(38.962405, -77.08686)	1
01/25/2018	07:07:00	2nd district, Bethesda	RIVER RS AND BUTLER RD	2010	BROWN	ASIAN	F	(38.96241, -77.100205)	1
01/25/2018	07:07:00	2nd district, Bethesda	RIVER RS AND BUTLER RD	2010	BROWN	ASIAN	F	(38.96241, -77.100205)	1
06/27/2015	04:42:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2004	WHITE	OTHER	F	(38.962415, -77.0865483333333)	1
06/27/2015	04:42:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2004	WHITE	OTHER	F	(38.962415, -77.0865483333333)	1
06/27/2015	04:42:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2004	WHITE	OTHER	F	(38.962415, -77.0865483333333)	1
02/12/2016	18:59:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GREEN	BLACK	M	(38.962425, -77.0849833333333)	1
02/12/2016	18:59:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GREEN	BLACK	M	(38.962425, -77.0849833333333)	1
02/12/2016	18:59:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GREEN	BLACK	M	(38.962425, -77.0849833333333)	1
02/12/2016	18:59:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GREEN	BLACK	M	(38.962425, -77.0849833333333)	1
02/12/2016	18:59:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2014	GREEN	BLACK	M	(38.962425, -77.0849833333333)	1
10/14/2014	00:29:00	2nd district, Bethesda	5331 WILLARD AVE	2014	BLUE	OTHER	U	(38.962425, -77.0954066666667)	1
07/09/2015	14:42:00	3rd district, Silver Spring	WILLARD ST @ RIVER RD	2013	WHITE	WHITE	F	(38.962425, -77.0955283333333)	1
08/22/2014	05:24:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2001	SILVER	HISPANIC	M	(38.96243, -77.13471)	1
04/08/2013	08:50:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2001	WHITE	WHITE	F	(38.9624300333333, -77.1063811)	1
04/08/2013	08:44:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2012	BLACK	WHITE	F	(38.96243225, -77.1063836333333)	1
01/11/2018	19:38:00	2nd district, Bethesda	FRIENDSHIP BLVD/WILLARD AVE	2015	BLACK	BLACK	M	(38.9624333333333, -77.088875)	1
01/11/2018	19:38:00	2nd district, Bethesda	FRIENDSHIP BLVD/WILLARD AVE	2015	BLACK	BLACK	M	(38.9624333333333, -77.088875)	1
01/11/2018	19:38:00	2nd district, Bethesda	FRIENDSHIP BLVD/WILLARD AVE	2015	BLACK	BLACK	M	(38.9624333333333, -77.088875)	1
10/20/2014	23:35:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	SILVER	WHITE	M	(38.9624366666667, -77.1347283333333)	1
07/09/2015	14:37:00	2nd district, Bethesda	WILLARD AT SHOEMAKER FARM LA	2012	WHITE	WHITE	F	(38.9624383333333, -77.0915766666667)	1
03/17/2018	15:30:00	2nd district, Bethesda	LITTLE FALLS PARKWAY AT RIVER RD	2015	SILVER	BLACK	F	(38.9624403333333, -77.1015205)	1
03/17/2018	15:30:00	2nd district, Bethesda	LITTLE FALLS PARKWAY AT RIVER RD	2015	SILVER	BLACK	F	(38.9624403333333, -77.1015205)	1
04/24/2018	13:16:00	2nd district, Bethesda	N PARK AVE/SHOEMAKER FARM LN	2007	BEIGE	WHITE	F	(38.962445, -77.0913283333333)	1
03/10/2015	17:43:00	2nd district, Bethesda	LITTLEFALLS PKWY @ RIVER RD	2012	BLACK	WHITE	F	(38.962445, -77.1016083333333)	1
04/08/2013	08:38:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2010	BLACK	WHITE	F	(38.9624453833333, -77.1063847166667)	1
04/21/2016	07:02:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2015	BEIGE	WHITE	M	(38.9624516666667, -77.10036)	1
04/08/2013	08:33:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2012	BLACK	WHITE	F	(38.96245875, -77.10638745)	1
01/24/2018	15:19:00	2nd district, Bethesda	WILLARD AVE AT SHOEMAKER LANE	2007	BLACK	BLACK	M	(38.9624633333333, -77.0914783333333)	1
01/24/2018	15:19:00	2nd district, Bethesda	WILLARD AVE AT SHOEMAKER LANE	2007	BLACK	BLACK	M	(38.9624633333333, -77.0914783333333)	1
06/15/2015	18:21:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PKWY	2005	GREEN, LGT	WHITE	M	(38.962465, -77.1003916666667)	1
06/15/2015	18:21:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PKWY	2005	GREEN, LGT	WHITE	M	(38.962465, -77.1003916666667)	1
06/15/2015	18:21:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PKWY	2005	GREEN, LGT	WHITE	M	(38.962465, -77.1003916666667)	1
06/15/2015	18:21:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PKWY	2005	GREEN, LGT	WHITE	M	(38.962465, -77.1003916666667)	1
02/16/2013	11:43:00	Headquarters and Special Operations	WISCONSIN AVE @ S. PARK	2012	GRAY	OTHER	M	(38.9624695, -77.0865491666667)	1
06/26/2012	08:28:00	2nd district, Bethesda	5329 WESTBARD AVE	2012	SILVER	WHITE	M	(38.9624717333333, -77.1062524333333)	1
06/11/2018	07:51:00	2nd district, Bethesda	RIVER RD/WILLARD AVE	1997	MAROON	ASIAN	F	(38.9624733333333, -77.0952783333333)	1
03/11/2015	23:34:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2007	WHITE	WHITE	F	(38.9624733333333, -77.1347216666667)	1
03/11/2015	23:34:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2007	WHITE	WHITE	F	(38.9624733333333, -77.1347216666667)	1
02/14/2018	16:27:00	2nd district, Bethesda	THE HILLS PLAZA/WILLARD AVE	2009	BLACK	WHITE	M	(38.9624783333333, -77.0878)	1
02/14/2018	16:27:00	2nd district, Bethesda	THE HILLS PLAZA/WILLARD AVE	2009	BLACK	WHITE	M	(38.9624783333333, -77.0878)	1
02/14/2018	16:27:00	2nd district, Bethesda	THE HILLS PLAZA/WILLARD AVE	2009	BLACK	WHITE	M	(38.9624783333333, -77.0878)	1
02/14/2018	16:27:00	2nd district, Bethesda	THE HILLS PLAZA/WILLARD AVE	2009	BLACK	WHITE	M	(38.9624783333333, -77.0878)	1
10/18/2017	09:07:00	2nd district, Bethesda	LITTLE FALLS RD/RIVER RD	2015	WHITE	WHITE	M	(38.9624783333333, -77.1015683333333)	1
04/08/2013	08:22:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2009	BLACK	WHITE	M	(38.96248055, -77.1063928833333)	1
12/13/2017	20:29:00	2nd district, Bethesda	SB WISCONSIN AVE / S PARK AVE	2009	SILVER	OTHER	M	(38.9624833333333, -77.08659)	1
04/21/2018	21:37:00	2nd district, Bethesda	NB WISCONSIN AVE AT WILLARD AVE	2015	BLACK	BLACK	M	(38.9624883333333, -77.0864533333333)	1
04/21/2018	21:37:00	2nd district, Bethesda	NB WISCONSIN AVE AT WILLARD AVE	2015	BLACK	BLACK	M	(38.9624883333333, -77.0864533333333)	1
04/08/2013	08:11:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2002	SILVER	WHITE	M	(38.9624887333333, -77.1063911666667)	1
07/26/2018	10:01:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2014	GRAY	WHITE	M	(38.9624916666667, -77.10035)	1
04/08/2013	07:59:00	2nd district, Bethesda	N/B 5329 WESTBARD AVE	2005	BLUE	BLACK	F	(38.9624918833333, -77.1063906166667)	1
06/10/2016	17:18:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2006	GRAY	WHITE	M	(38.9624933333333, -77.0917233333333)	1
06/10/2016	17:18:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2006	GRAY	WHITE	M	(38.9624933333333, -77.0917233333333)	1
06/10/2016	17:18:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2006	GRAY	WHITE	M	(38.9624933333333, -77.0917233333333)	1
06/10/2016	17:18:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2006	GRAY	WHITE	M	(38.9624933333333, -77.0917233333333)	1
10/11/2016	10:21:00	2nd district, Bethesda	SANGAMORE RD/WALHOUNDING RD	1998	MAROON	BLACK	F	(38.962495, -77.1212583333333)	1
10/11/2016	10:21:00	2nd district, Bethesda	SANGAMORE RD/WALHOUNDING RD	1998	MAROON	BLACK	F	(38.962495, -77.1212583333333)	1
07/15/2015	02:35:00	2nd district, Bethesda	WISCONSIN AVE/ WILLARD	2008	SILVER	WHITE	F	(38.9624966666667, -77.0912383333333)	1
04/06/2015	17:20:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2010	WHITE	ASIAN	F	(38.9624966666667, -77.0918216666667)	1
08/15/2014	23:59:00	2nd district, Bethesda	WISCONSIN AVE @ WISCONSIN CIR	2007	BLACK	WHITE	M	(38.9624983333333, -77.0880666666667)	1
08/15/2014	23:59:00	2nd district, Bethesda	WISCONSIN AVE @ WISCONSIN CIR	2007	BLACK	WHITE	M	(38.9624983333333, -77.0880666666667)	1
08/26/2016	11:17:00	2nd district, Bethesda	MASSACHUSETTS AVE/SANGAMORE RD	2014	BLACK	BLACK	M	(38.9625, -77.1198866666667)	1
02/28/2018	18:50:00	2nd district, Bethesda	WILLARD AVE/ SHOEMAKER FARM LN	2015	BLACK	WHITE	M	(38.9625016666667, -77.0916583333333)	1
01/03/2013	17:08:00	2nd district, Bethesda	WILLARD AVE / RIVER RD	2007	BLUE, LIGHT	BLACK	M	(38.9625030333333, -77.1001420666667)	1
01/29/2018	07:10:00	2nd district, Bethesda	RIVER RD@ LITTLE FALLS PKWY	2017	WHITE	HISPANIC	M	(38.9625033333333, -77.1001816666667)	1
10/22/2015	08:24:00	2nd district, Bethesda	LITTLE FALLS PKWY/RIVER RD	2005	BLUE	WHITE	M	(38.9625033333333, -77.1013333333333)	1
08/16/2015	17:46:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2015	BLUE	ASIAN	M	(38.9625066666667, -77.0882066666667)	1
05/22/2018	10:18:00	2nd district, Bethesda	RIVER RD/BUTLER RD	2012	WHITE	WHITE	M	(38.9625066666667, -77.1002633333333)	1
05/22/2018	10:18:00	2nd district, Bethesda	RIVER RD/BUTLER RD	2012	WHITE	WHITE	M	(38.9625066666667, -77.1002633333333)	1
01/25/2018	07:10:00	2nd district, Bethesda	RIVER RD @ LITTLE FALLS PKWY	2003	BLACK	ASIAN	M	(38.9625066666667, -77.100395)	1
03/19/2018	09:19:00	2nd district, Bethesda	LITTLE FALLS PKWY/RIVER RD	2016	BLACK	WHITE	M	(38.9625066666667, -77.1014583333333)	1
08/14/2014	15:36:00	2nd district, Bethesda	FRIENDSHIP BLVD AT S PARK AVE	2004	BLUE, DARK	WHITE	F	(38.96251, -77.0887483333333)	1
11/01/2013	12:06:00	2nd district, Bethesda	RIVER RD @ GREYSTONE ST	2005	SILVER	HISPANIC	M	(38.9625116666667, -77.0999783333333)	1
11/01/2013	12:06:00	2nd district, Bethesda	RIVER RD @ GREYSTONE ST	2005	SILVER	HISPANIC	M	(38.9625116666667, -77.0999783333333)	1
07/09/2015	14:26:00	2nd district, Bethesda	355 AT S. PARK ST	2008	GRAY	WHITE	M	(38.9625183333333, -77.0865116666667)	1
09/23/2014	03:26:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	BLACK	WHITE	F	(38.96252, -77.1348766666667)	1
11/24/2014	22:17:00	2nd district, Bethesda	MACARTHUR / CLARA BARTON WEST RAMP	2005	GRAY	WHITE	M	(38.9625233333333, -77.1346483333333)	1
09/27/2018	11:33:00	2nd district, Bethesda	GREYSTONE ST/RIVER RD	1998	BLUE	WHITE	F	(38.9625283333333, -77.1002233333333)	1
01/17/2016	06:25:00	2nd district, Bethesda	LITTLE FALLS PKWY/RIVER RD	2011	BLUE, LIGHT	BLACK	M	(38.9625333333333, -77.1002616666667)	1
08/21/2014	00:24:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	SILVER	WHITE	M	(38.9625383333333, -77.134715)	1
04/30/2018	13:47:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2011	GRAY	WHITE	F	(38.9625416666667, -77.1014666666667)	1
10/20/2013	22:35:00	2nd district, Bethesda	RIVER RD @ LITTLE FALLS PKWY	2000	GRAY	BLACK	M	(38.9625433333333, -77.1001966666667)	1
08/25/2012	17:39:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2003	BLACK	OTHER	F	(38.9625508833333, -77.1004447333333)	1
08/25/2012	17:39:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2003	BLACK	OTHER	F	(38.9625508833333, -77.1004447333333)	1
08/25/2012	17:39:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2003	BLACK	OTHER	F	(38.9625508833333, -77.1004447333333)	1
08/25/2012	17:39:00	2nd district, Bethesda	RIVER RD / LITTLE FALLS PKWY	2003	BLACK	OTHER	F	(38.9625508833333, -77.1004447333333)	1
03/21/2017	07:06:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2015	SILVER	WHITE	M	(38.9625533333333, -77.1004183333333)	1
04/30/2013	12:43:00	2nd district, Bethesda	SANGAMORE RD @ WALHONDING RD	2006	GRAY	ASIAN	M	(38.9625616666667, -77.1212766666667)	1
05/05/2016	18:13:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2012	SILVER	WHITE	M	(38.9625633333333, -77.0914466666667)	1
05/05/2016	18:13:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2012	SILVER	WHITE	M	(38.9625633333333, -77.0914466666667)	1
10/20/2017	19:11:00	2nd district, Bethesda	RIVER ROAD AT GOLDSBORO ROAD	2010	SILVER	WHITE	M	(38.962565, -77.0918583333333)	1
10/20/2017	19:11:00	2nd district, Bethesda	RIVER ROAD AT GOLDSBORO ROAD	2010	SILVER	WHITE	M	(38.962565, -77.0918583333333)	1
03/11/2015	22:12:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2003	SILVER	WHITE	M	(38.962565, -77.1347516666667)	1
03/11/2015	22:12:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2003	SILVER	WHITE	M	(38.962565, -77.1347516666667)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
11/07/2016	13:03:00	2nd district, Bethesda	5457 WISCONSIN AVE	2009	BLUE	WHITE	M	(38.96258, -77.08473)	1
12/31/2016	20:07:00	2nd district, Bethesda	RIVER RD AT RIDGEFIELD	2015	BLACK	WHITE	F	(38.96258, -77.1064816666667)	1
11/17/2016	14:11:00	2nd district, Bethesda	PARKING LOT OF 5481 WISCONSIN AVE	2005	WHITE	WHITE	M	(38.9625833333333, -77.0836716666667)	1
12/18/2012	23:32:00	2nd district, Bethesda	WILLARD AVE @ RIVER RD	2004	SILVER	WHITE	M	(38.96258425, -77.1002018)	1
09/05/2013	14:07:00	Headquarters and Special Operations	WILLARD AND HILLS PLAZA	2011	BLUE	BLACK	M	(38.962585, -77.0916183333333)	1
10/20/2014	22:35:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2004	BEIGE	ASIAN	M	(38.9625883333333, -77.13477)	1
10/20/2014	22:35:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2004	BEIGE	ASIAN	M	(38.9625883333333, -77.13477)	1
03/05/2017	14:37:00	2nd district, Bethesda	SANGAMORE RD @ WALHONDING RD	2006	RED	WHITE	F	(38.9625888333333, -77.121119)	1
03/05/2017	14:37:00	2nd district, Bethesda	SANGAMORE RD @ WALHONDING RD	2006	RED	WHITE	F	(38.9625888333333, -77.121119)	1
03/05/2017	14:37:00	2nd district, Bethesda	SANGAMORE RD @ WALHONDING RD	2006	RED	WHITE	F	(38.9625888333333, -77.121119)	1
03/30/2015	22:03:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2012	SILVER	WHITE	M	(38.96259, -77.1348033333333)	1
09/07/2015	11:10:00	2nd district, Bethesda	WISCONSIN AVE AT WILLARD AVE	2013	BLACK	WHITE	F	(38.9625916666667, -77.086065)	1
01/11/2012	20:22:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2002	BLACK	WHITE	M	(38.9625917666667, -77.0857166)	1
01/11/2012	20:22:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	2002	BLACK	WHITE	M	(38.9625917666667, -77.0857166)	1
10/14/2013	13:35:00	5th district, Germantown	WISCONSIN AVE/WILLIARD AVE	1995	RED	OTHER	F	(38.9625933333333, -77.0863533333333)	1
07/25/2018	08:42:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2015	WHITE	HISPANIC	M	(38.9625933333333, -77.1005233333333)	1
07/25/2018	08:57:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2017	BLACK	HISPANIC	M	(38.9625933333333, -77.1005233333333)	1
11/26/2016	14:06:00	2nd district, Bethesda	LITTLE FALLS PKWY/RIVER RD	2000	SILVER	WHITE	F	(38.962595, -77.1011266666667)	1
04/05/2015	17:34:00	2nd district, Bethesda	LITTLEFALLS PKWY @ RIVER RD	2001	SILVER	WHITE	M	(38.962595, -77.1012266666667)	1
01/01/2015	22:01:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	RED	WHITE	M	(38.9625966666667, -77.134805)	1
01/01/2015	22:01:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	RED	WHITE	M	(38.9625966666667, -77.134805)	1
12/16/2014	23:14:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2007	SILVER	WHITE	M	(38.9625983333333, -77.1349083333333)	1
02/08/2012	16:10:00	2nd district, Bethesda	5471 WISCONSIN AVE - N/B	2012	SILVER	WHITE	M	(38.9626049333333, -77.0867548666667)	1
03/22/2017	11:27:00	2nd district, Bethesda	WISCONSIN AVE/SOUTH PARK AVE	2012	BLACK	HISPANIC	F	(38.962605, -77.0866583333333)	1
05/04/2015	22:57:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2015	RED	WHITE	F	(38.962605, -77.134825)	1
05/04/2015	22:57:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2015	RED	WHITE	F	(38.962605, -77.134825)	1
05/01/2013	11:43:00	2nd district, Bethesda	N/B 355 @ WILLOW LN	1998	BLACK	WHITE	F	(38.9626066, -77.0865686666667)	1
09/09/2014	21:45:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	BLACK	WHITE	M	(38.9626083333333, -77.1348466666667)	1
08/07/2014	13:05:00	2nd district, Bethesda	RIVER RD. @ LITTLE FALLS PKWY	2005	SILVER	WHITE	F	(38.9626116666667, -77.1014833333333)	1
10/21/2015	17:09:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2011	BLACK	ASIAN	F	(38.9626166666667, -77.09531)	1
10/21/2015	17:09:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2011	BLACK	ASIAN	F	(38.9626166666667, -77.09531)	1
08/22/2015	20:34:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2008	BLACK	WHITE	M	(38.9626183333333, -77.0923133333333)	1
08/21/2014	21:52:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2005	BLUE, DARK	BLACK	F	(38.96262, -77.1347383333333)	1
08/21/2014	21:52:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2005	BLUE, DARK	BLACK	F	(38.96262, -77.1347383333333)	1
08/21/2014	21:52:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2005	BLUE, DARK	BLACK	F	(38.96262, -77.1347383333333)	1
10/15/2013	13:19:00	Headquarters and Special Operations	ELLSWORTH DR AND FENTON ST			BLACK	M	(38.9626216666667, -77.1003266666667)	1
10/15/2013	13:26:00	Headquarters and Special Operations	ELLSWORTH DR AND FENTON ST			ASIAN	M	(38.9626216666667, -77.1003266666667)	1
10/15/2013	13:28:00	Headquarters and Special Operations	ELLSWORTH DR AND FENTON ST			HISPANIC	M	(38.9626216666667, -77.1003266666667)	1
10/15/2013	13:34:00	Headquarters and Special Operations	ELLSWORTH DR AND FENTON ST			BLACK	M	(38.9626216666667, -77.1003266666667)	1
10/15/2013	13:35:00	Headquarters and Special Operations	ELLSWORTH DR AND FENTON ST			BLACK	F	(38.9626216666667, -77.1003266666667)	1
01/04/2017	07:10:00	2nd district, Bethesda	RIVER RD AND BUTLER RD	2016	BLACK	WHITE	F	(38.9626216666667, -77.100615)	1
04/30/2018	16:03:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2008	BLACK	WHITE	M	(38.9626233333333, -77.1014183333333)	1
11/01/2014	23:10:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2008	BLACK	WHITE	F	(38.9626233333333, -77.13481)	1
11/01/2014	23:10:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2008	BLACK	WHITE	F	(38.9626233333333, -77.13481)	1
10/21/2015	18:02:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2008	BLACK	BLACK	M	(38.962625, -77.0948866666667)	1
02/13/2015	17:29:00	2nd district, Bethesda	RIVER RD/LITTLEFALLS PARKWAY	2011	BLACK	WHITE	F	(38.962625, -77.100795)	1
08/28/2014	23:00:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2005	BLACK	WHITE	F	(38.9626266666667, -77.1347466666667)	1
02/22/2018	21:58:00	2nd district, Bethesda	RIVER ROAD AT WILLARD ROAD	2004	SILVER	BLACK	M	(38.9626316666667, -77.0944233333333)	1
12/20/2017	00:12:00	2nd district, Bethesda	N/B 355 AND WILLARD AVE	2005	BLUE	HISPANIC	M	(38.9626366666667, -77.08646)	1
